match_number,round,first_team,second_team,pairing_probability,first_advancement_probability,second_advancement_probability,simulation_count,most_likely_advancing_team,most_likely_advancement_probability
79,round_of_32,Czech Republic,Morocco,0.008,0.2571111124793669,0.742888887520633,16,Morocco,0.742888887520633
79,round_of_32,Mexico,Morocco,0.0075,0.4161589864298191,0.5838410135701808,15,Morocco,0.5838410135701808
79,round_of_32,South Korea,Spain,0.0065,0.1354091612217713,0.8645908387782287,13,Spain,0.8645908387782287
79,round_of_32,Mexico,France,0.0045,0.3084464873219043,0.6915535126780957,9,France,0.6915535126780957
79,round_of_32,South Korea,France,0.004,0.1994731323073467,0.8005268676926532,8,France,0.8005268676926532
79,round_of_32,Czech Republic,Senegal,0.0035,0.4219573620939752,0.5780426379060248,7,Senegal,0.5780426379060248
79,round_of_32,Mexico,Senegal,0.003,0.5926312427591951,0.4073687572408049,6,Mexico,0.5926312427591951
79,round_of_32,South Africa,Morocco,0.003,0.1113838209028637,0.8886161790971362,6,Morocco,0.8886161790971362
79,round_of_32,South Africa,Norway,0.003,0.1297912648683141,0.8702087351316858,6,Norway,0.8702087351316858
79,round_of_32,South Korea,Senegal,0.0025,0.4342408578281028,0.5657591421718973,5,Senegal,0.5657591421718973
79,round_of_32,Czech Republic,Iraq,0.002,0.7067887838615553,0.2932112161384447,4,Czech Republic,0.7067887838615553
79,round_of_32,South Korea,Iraq,0.002,0.7151386638494482,0.2848613361505517,4,South Korea,0.7151386638494482
79,round_of_32,South Korea,Norway,0.002,0.2865369624829172,0.7134630375170827,4,Norway,0.7134630375170827
79,round_of_32,Czech Republic,France,0.0015,0.1941628285628286,0.8058371714371713,3,France,0.8058371714371713
79,round_of_32,Czech Republic,Norway,0.0015,0.2768549490442956,0.7231450509557044,3,Norway,0.7231450509557044
79,round_of_32,Mexico,Iraq,0.0015,0.8203991932498541,0.1796008067501459,3,Mexico,0.8203991932498541
79,round_of_32,South Africa,Iraq,0.0015,0.4562752946627095,0.5437247053372904,3,Iraq,0.5437247053372904
79,round_of_32,South Africa,Sweden,0.0015,0.3359805480631609,0.664019451936839,3,Sweden,0.664019451936839
79,round_of_32,Czech Republic,Netherlands,0.001,0.2709348998812847,0.7290651001187153,2,Netherlands,0.7290651001187153
79,round_of_32,Mexico,Norway,0.001,0.4324756136515216,0.5675243863484783,2,Norway,0.5675243863484783
79,round_of_32,Mexico,Sweden,0.001,0.7324190213579655,0.2675809786420344,2,Mexico,0.7324190213579655
79,round_of_32,South Africa,France,0.001,0.0998694316447531,0.9001305683552469,2,France,0.9001305683552469
79,round_of_32,South Africa,Senegal,0.001,0.2084200679779522,0.7915799320220478,2,Senegal,0.7915799320220478
79,round_of_32,Czech Republic,Tunisia,0.0005,0.6621563659165008,0.3378436340834991,1,Czech Republic,0.6621563659165008
79,round_of_32,Mexico,Tunisia,0.0005,0.7890449599582043,0.2109550400417956,1,Mexico,0.7890449599582043
79,round_of_32,South Africa,Netherlands,0.0005,0.13015691041356,0.86984308958644,1,Netherlands,0.86984308958644
79,round_of_32,South Africa,Tunisia,0.0005,0.4071710202239014,0.5928289797760986,1,Tunisia,0.5928289797760986
79,round_of_32,South Korea,Tunisia,0.0005,0.6714313420857986,0.3285686579142014,1,South Korea,0.6714313420857986
80,round_of_32,England,DR Congo,0.111,0.8525586943667169,0.147441305633283,222,England,0.8525586943667169
80,round_of_32,England,Uzbekistan,0.1085,0.8206360546099305,0.1793639453900695,217,England,0.8206360546099305
80,round_of_32,England,Colombia,0.101,0.5302260089043562,0.4697739910956438,202,England,0.5302260089043562
80,round_of_32,England,Portugal,0.087,0.528007203850159,0.471992796149841,174,England,0.528007203850159
80,round_of_32,Croatia,Colombia,0.041,0.3688547076677363,0.6311452923322637,82,Colombia,0.6311452923322637
80,round_of_32,Croatia,DR Congo,0.041,0.7527046978421066,0.2472953021578934,82,Croatia,0.7527046978421066
80,round_of_32,England,Senegal,0.04,0.7216349009056227,0.2783650990943773,80,England,0.7216349009056227
80,round_of_32,England,France,0.0375,0.4459286471440558,0.5540713528559442,75,France,0.5540713528559442
80,round_of_32,Croatia,Uzbekistan,0.036,0.7035633815133012,0.2964366184866988,72,Croatia,0.7035633815133012
80,round_of_32,Croatia,Portugal,0.033,0.3631449653839513,0.6368550346160486,66,Portugal,0.6368550346160486
80,round_of_32,England,Iraq,0.0305,0.8913794598482312,0.1086205401517688,61,England,0.8913794598482312
80,round_of_32,England,Norway,0.027,0.580953812613425,0.4190461873865749,54,England,0.580953812613425
80,round_of_32,Croatia,France,0.0165,0.2934675594756938,0.7065324405243061,33,France,0.7065324405243061
80,round_of_32,Panama,DR Congo,0.0155,0.5236365161155696,0.4763634838844304,31,Panama,0.5236365161155696
80,round_of_32,Panama,Uzbekistan,0.0155,0.4526427649050999,0.5473572350949001,31,Uzbekistan,0.5473572350949001
80,round_of_32,Panama,Portugal,0.015,0.1632706824149253,0.8367293175850747,30,Portugal,0.8367293175850747
80,round_of_32,Croatia,Iraq,0.014,0.8097895649136944,0.1902104350863056,28,Croatia,0.8097895649136944
80,round_of_32,Croatia,Senegal,0.013,0.5729530647723129,0.4270469352276871,26,Croatia,0.5729530647723129
80,round_of_32,Croatia,Norway,0.012,0.4128047358841196,0.5871952641158804,24,Norway,0.5871952641158804
80,round_of_32,Panama,Colombia,0.012,0.1709637503468541,0.8290362496531458,24,Colombia,0.8290362496531458
80,round_of_32,England,Austria,0.0105,0.654800679439433,0.345199320560567,21,England,0.654800679439433
80,round_of_32,Ghana,Portugal,0.01,0.076811607885572,0.923188392114428,20,Portugal,0.923188392114428
80,round_of_32,England,Curaçao,0.0095,0.9344027698567248,0.0655972301432752,19,England,0.9344027698567248
80,round_of_32,England,Ecuador,0.0095,0.5993213225089371,0.4006786774910629,19,England,0.5993213225089371
80,round_of_32,Ghana,Uzbekistan,0.009,0.2494492407437969,0.7505507592562031,18,Uzbekistan,0.7505507592562031
80,round_of_32,Panama,Norway,0.009,0.1917101617248107,0.8082898382751893,18,Norway,0.8082898382751893
80,round_of_32,England,Algeria,0.0085,0.7001298744855432,0.2998701255144568,17,England,0.7001298744855432
80,round_of_32,Ghana,Colombia,0.0085,0.084432009608593,0.9155679903914068,17,Colombia,0.9155679903914068
80,round_of_32,Ghana,DR Congo,0.0085,0.3057075548542312,0.6942924451457688,17,DR Congo,0.6942924451457688
80,round_of_32,Croatia,Algeria,0.007,0.5481034781848396,0.4518965218151604,14,Croatia,0.5481034781848396
80,round_of_32,England,Argentina,0.007,0.3381187059521877,0.6618812940478123,14,Argentina,0.6618812940478123
80,round_of_32,England,Germany,0.007,0.5423549185256142,0.4576450814743857,14,England,0.5423549185256142
80,round_of_32,Panama,Iraq,0.006,0.6047459087341147,0.3952540912658853,12,Panama,0.6047459087341147
80,round_of_32,England,Ivory Coast,0.0055,0.7489184378607112,0.2510815621392888,11,England,0.7489184378607112
80,round_of_32,Panama,France,0.0055,0.1297342151009584,0.8702657848990416,11,France,0.8702657848990416
80,round_of_32,Croatia,Curaçao,0.005,0.8758336033317695,0.1241663966682304,10,Croatia,0.8758336033317695
80,round_of_32,Panama,Senegal,0.005,0.3160124284385321,0.6839875715614678,10,Senegal,0.6839875715614678
80,round_of_32,Croatia,Argentina,0.0045,0.2073512757624995,0.7926487242375004,9,Argentina,0.7926487242375004
80,round_of_32,England,Jordan,0.0045,0.874128886515725,0.125871113484275,9,England,0.874128886515725
80,round_of_32,Ghana,Senegal,0.0045,0.1558812832826656,0.8441187167173343,9,Senegal,0.8441187167173343
80,round_of_32,Croatia,Ecuador,0.004,0.4417712677220205,0.5582287322779795,8,Ecuador,0.5582287322779795
80,round_of_32,Croatia,Germany,0.004,0.3763189460111484,0.6236810539888515,8,Germany,0.6236810539888515
80,round_of_32,Ghana,France,0.0035,0.0645248067946211,0.9354751932053788,7,France,0.9354751932053788
80,round_of_32,Croatia,Ivory Coast,0.003,0.6079310882013075,0.3920689117986925,6,Croatia,0.6079310882013075
80,round_of_32,Ghana,Norway,0.003,0.0886782186201402,0.9113217813798598,6,Norway,0.9113217813798598
80,round_of_32,Panama,Austria,0.003,0.2486314943745272,0.7513685056254727,6,Austria,0.7513685056254727
80,round_of_32,Panama,Algeria,0.0025,0.2946497065546864,0.7053502934453135,5,Algeria,0.7053502934453135
80,round_of_32,Panama,Curaçao,0.0025,0.7428650493412178,0.2571349506587822,5,Panama,0.7428650493412178
80,round_of_32,Panama,Ivory Coast,0.0025,0.3501464580412785,0.6498535419587215,5,Ivory Coast,0.6498535419587215
80,round_of_32,Croatia,Austria,0.002,0.4933746390655308,0.5066253609344691,4,Austria,0.5066253609344691
80,round_of_32,Ghana,Curaçao,0.002,0.5526222170843761,0.4473777829156239,4,Ghana,0.5526222170843761
80,round_of_32,Panama,Ecuador,0.002,0.2179133402554174,0.7820866597445826,4,Ecuador,0.7820866597445826
80,round_of_32,Panama,Germany,0.002,0.1717315112660823,0.8282684887339177,4,Germany,0.8282684887339177
80,round_of_32,Croatia,Jordan,0.0015,0.7794454998538799,0.2205545001461201,3,Croatia,0.7794454998538799
80,round_of_32,England,Uruguay,0.0015,0.7047866910319784,0.2952133089680215,3,England,0.7047866910319784
80,round_of_32,Ghana,Iraq,0.0015,0.3798421115650506,0.6201578884349493,3,Iraq,0.6201578884349493
80,round_of_32,England,Cape Verde,0.001,0.9160025242060136,0.0839974757939864,2,England,0.9160025242060136
80,round_of_32,England,Saudi Arabia,0.001,0.9071527847251034,0.0928472152748965,2,England,0.9071527847251034
80,round_of_32,Ghana,Ivory Coast,0.001,0.1768509972618067,0.8231490027381932,2,Ivory Coast,0.8231490027381932
80,round_of_32,Panama,Cape Verde,0.001,0.6739153377372199,0.3260846622627801,2,Panama,0.6739153377372199
80,round_of_32,Croatia,Uruguay,0.0005,0.5573748702826091,0.4426251297173909,1,Croatia,0.5573748702826091
80,round_of_32,Ghana,Argentina,0.0005,0.0373009217881547,0.9626990782118452,1,Argentina,0.9626990782118452
80,round_of_32,Ghana,Austria,0.0005,0.1177236725677944,0.8822763274322056,1,Austria,0.8822763274322056
80,round_of_32,Ghana,Cape Verde,0.0005,0.4553749019902794,0.5446250980097206,1,Cape Verde,0.5446250980097206
80,round_of_32,Ghana,Germany,0.0005,0.0817780875734844,0.9182219124265156,1,Germany,0.9182219124265156
80,round_of_32,Panama,Argentina,0.0005,0.0820306581581056,0.9179693418418944,1,Argentina,0.9179693418418944
80,round_of_32,Panama,Jordan,0.0005,0.5511720582469385,0.4488279417530615,1,Panama,0.5511720582469385
80,round_of_32,Panama,Saudi Arabia,0.0005,0.6440763876350859,0.3559236123649141,1,Panama,0.6440763876350859
81,round_of_32,Australia,Bosnia and Herzegovina,0.081,0.7687790893311145,0.2312209106688855,162,Australia,0.7687790893311145
81,round_of_32,Turkey,Bosnia and Herzegovina,0.0745,0.8444894006040632,0.1555105993959368,149,Turkey,0.8444894006040632
81,round_of_32,Australia,Canada,0.061,0.4496793970879754,0.5503206029120247,122,Canada,0.5503206029120247
81,round_of_32,Australia,Qatar,0.0605,0.8836793801732991,0.1163206198267009,121,Australia,0.8836793801732991
81,round_of_32,Turkey,Canada,0.0605,0.5832200411032832,0.4167799588967168,121,Turkey,0.5832200411032832
81,round_of_32,Turkey,Qatar,0.0535,0.9209777004291626,0.0790222995708374,107,Turkey,0.9209777004291626
81,round_of_32,Australia,Switzerland,0.0475,0.3571820842406801,0.6428179157593199,95,Switzerland,0.6428179157593199
81,round_of_32,Turkey,Switzerland,0.047,0.4846901198513904,0.5153098801486096,94,Switzerland,0.5153098801486096
81,round_of_32,United States,Bosnia and Herzegovina,0.032,0.7404026255475669,0.2595973744524331,64,United States,0.7404026255475669
81,round_of_32,Paraguay,Bosnia and Herzegovina,0.0285,0.7539822479159694,0.2460177520840306,57,Paraguay,0.7539822479159694
81,round_of_32,United States,Qatar,0.0275,0.8637737116684969,0.136226288331503,55,United States,0.8637737116684969
81,round_of_32,United States,Canada,0.0245,0.416988414817483,0.583011585182517,49,Canada,0.583011585182517
81,round_of_32,United States,Switzerland,0.0245,0.3227264451214124,0.6772735548785875,49,Switzerland,0.6772735548785875
81,round_of_32,Paraguay,Qatar,0.021,0.8678304980577877,0.1321695019422123,42,Paraguay,0.8678304980577877
81,round_of_32,Paraguay,Switzerland,0.018,0.3435649310510421,0.656435068948958,36,Switzerland,0.656435068948958
81,round_of_32,Turkey,Austria,0.018,0.512867107061034,0.487132892938966,36,Turkey,0.512867107061034
81,round_of_32,Australia,Austria,0.0175,0.384902083478394,0.615097916521606,35,Austria,0.615097916521606
81,round_of_32,Paraguay,Canada,0.0165,0.4414816167230771,0.5585183832769229,33,Canada,0.5585183832769229
81,round_of_32,Australia,Algeria,0.014,0.4399757389946059,0.560024261005394,28,Algeria,0.560024261005394
81,round_of_32,Turkey,Algeria,0.014,0.5662075201845559,0.4337924798154441,28,Turkey,0.5662075201845559
81,round_of_32,Turkey,France,0.01,0.3100416078265735,0.6899583921734265,20,France,0.6899583921734265
81,round_of_32,Turkey,Curaçao,0.009,0.8797664603498706,0.1202335396501294,18,Turkey,0.8797664603498706
81,round_of_32,Australia,Norway,0.0085,0.3118034971212338,0.6881965028787662,17,Norway,0.6881965028787662
81,round_of_32,Turkey,Argentina,0.0085,0.2206760350182198,0.7793239649817802,17,Argentina,0.7793239649817802
81,round_of_32,Turkey,Ecuador,0.0085,0.4634944096243769,0.5365055903756231,17,Ecuador,0.5365055903756231
81,round_of_32,Australia,Argentina,0.008,0.1457596815597639,0.8542403184402361,16,Argentina,0.8542403184402361
81,round_of_32,Australia,Curaçao,0.008,0.8397291635790937,0.1602708364209063,16,Australia,0.8397291635790937
81,round_of_32,Australia,France,0.008,0.2163885851033699,0.78361141489663,16,France,0.78361141489663
81,round_of_32,Turkey,Germany,0.008,0.3954048356817349,0.604595164318265,16,Germany,0.604595164318265
81,round_of_32,Turkey,Iraq,0.008,0.820405569330957,0.179594430669043,16,Turkey,0.820405569330957
81,round_of_32,Turkey,Jordan,0.0075,0.792821667078002,0.207178332921998,15,Turkey,0.792821667078002
81,round_of_32,Australia,Ecuador,0.007,0.3344020530274175,0.6655979469725826,14,Ecuador,0.6655979469725826
81,round_of_32,Australia,Senegal,0.0065,0.4644748999944623,0.5355251000055377,13,Senegal,0.5355251000055377
81,round_of_32,Paraguay,Algeria,0.0065,0.4341557576436624,0.5658442423563376,13,Algeria,0.5658442423563376
81,round_of_32,Paraguay,Austria,0.0065,0.3767305737832719,0.6232694262167281,13,Austria,0.6232694262167281
81,round_of_32,Paraguay,Ecuador,0.0065,0.3269880184281841,0.6730119815718159,13,Ecuador,0.6730119815718159
81,round_of_32,Turkey,Norway,0.0065,0.4321532609827725,0.5678467390172275,13,Norway,0.5678467390172275
81,round_of_32,Turkey,Senegal,0.0065,0.5911199566578959,0.4088800433421041,13,Turkey,0.5911199566578959
81,round_of_32,United States,Algeria,0.0065,0.4045141370652226,0.5954858629347773,13,Algeria,0.5954858629347773
81,round_of_32,United States,France,0.0065,0.18672778949761,0.81327221050239,13,France,0.81327221050239
81,round_of_32,United States,Argentina,0.006,0.1250180125116179,0.8749819874883821,12,Argentina,0.8749819874883821
81,round_of_32,United States,Austria,0.006,0.349753053389052,0.650246946610948,12,Austria,0.650246946610948
81,round_of_32,Australia,Ivory Coast,0.0055,0.5019374333048993,0.4980625666951007,11,Australia,0.5019374333048993
81,round_of_32,Turkey,Ivory Coast,0.005,0.6250471295773224,0.3749528704226775,10,Turkey,0.6250471295773224
81,round_of_32,United States,Senegal,0.005,0.4282882954382062,0.5717117045617938,10,Senegal,0.5717117045617938
81,round_of_32,Australia,Germany,0.0045,0.2815949610033093,0.7184050389966907,9,Germany,0.7184050389966907
81,round_of_32,Australia,Iraq,0.0045,0.7374630562380415,0.2625369437619584,9,Australia,0.7374630562380415
81,round_of_32,Australia,Jordan,0.004,0.6950283861619599,0.30497161383804,8,Australia,0.6950283861619599
81,round_of_32,Paraguay,Senegal,0.004,0.4569435614561634,0.5430564385438366,8,Senegal,0.5430564385438366
81,round_of_32,United States,Germany,0.004,0.2479774949710077,0.7520225050289923,8,Germany,0.7520225050289923
81,round_of_32,United States,Ecuador,0.0035,0.3069573253294665,0.6930426746705335,7,Ecuador,0.6930426746705335
81,round_of_32,United States,Norway,0.0035,0.2774652854110456,0.7225347145889545,7,Norway,0.7225347145889545
81,round_of_32,Australia,Netherlands,0.003,0.3033089203213833,0.6966910796786168,6,Netherlands,0.6966910796786168
81,round_of_32,Paraguay,Argentina,0.003,0.139150342466447,0.8608496575335529,6,Argentina,0.8608496575335529
81,round_of_32,Paraguay,Curaçao,0.003,0.8182059703687261,0.1817940296312739,6,Paraguay,0.8182059703687261
81,round_of_32,Paraguay,Iraq,0.003,0.7260909481362213,0.2739090518637787,6,Paraguay,0.7260909481362213
81,round_of_32,Turkey,Tunisia,0.003,0.788776741049726,0.211223258950274,6,Turkey,0.788776741049726
81,round_of_32,United States,Iraq,0.003,0.7082911467556431,0.2917088532443569,6,United States,0.7082911467556431
81,round_of_32,United States,Ivory Coast,0.003,0.4656180091080846,0.5343819908919154,6,Ivory Coast,0.5343819908919154
81,round_of_32,Australia,Tunisia,0.0025,0.6960147005085812,0.3039852994914188,5,Australia,0.6960147005085812
81,round_of_32,Paraguay,France,0.0025,0.2007695799405245,0.7992304200594755,5,France,0.7992304200594755
81,round_of_32,Paraguay,Jordan,0.0025,0.6803476690548712,0.3196523309451288,5,Paraguay,0.6803476690548712
81,round_of_32,United States,Jordan,0.0025,0.6631964913896737,0.3368035086103262,5,United States,0.6631964913896737
81,round_of_32,Australia,Japan,0.002,0.2934522398379395,0.7065477601620604,4,Japan,0.7065477601620604
81,round_of_32,Australia,Sweden,0.002,0.6203912059310781,0.3796087940689219,4,Australia,0.6203912059310781
81,round_of_32,Paraguay,Germany,0.002,0.2676469292421106,0.7323530707578894,4,Germany,0.7323530707578894
81,round_of_32,Paraguay,Norway,0.002,0.3010710302366819,0.6989289697633181,4,Norway,0.6989289697633181
81,round_of_32,Paraguay,Sweden,0.002,0.6053107165205789,0.3946892834794211,4,Paraguay,0.6053107165205789
81,round_of_32,Turkey,Japan,0.002,0.4127284099762744,0.5872715900237255,4,Japan,0.5872715900237255
81,round_of_32,Paraguay,Ivory Coast,0.0015,0.4946215269894115,0.5053784730105886,3,Ivory Coast,0.5053784730105886
81,round_of_32,Paraguay,Tunisia,0.0015,0.6838067867406971,0.3161932132593029,3,Paraguay,0.6838067867406971
81,round_of_32,Turkey,Netherlands,0.0015,0.4224143209524119,0.5775856790475882,3,Netherlands,0.5775856790475882
81,round_of_32,United States,Curaçao,0.0015,0.8084442017327599,0.1915557982672401,3,United States,0.8084442017327599
81,round_of_32,Turkey,Sweden,0.001,0.7381938440669837,0.2618061559330162,2,Turkey,0.7381938440669837
81,round_of_32,United States,Tunisia,0.001,0.6636625448688905,0.3363374551311094,2,United States,0.6636625448688905
81,round_of_32,Paraguay,Japan,0.0005,0.2867049993862649,0.7132950006137351,1,Japan,0.7132950006137351
81,round_of_32,United States,Netherlands,0.0005,0.269717619541356,0.730282380458644,1,Netherlands,0.730282380458644
82,round_of_32,Belgium,South Korea,0.089,0.7234374493827254,0.2765625506172746,178,Belgium,0.7234374493827254
